oldname,newname
gpw_v4_e_a075_079bt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079bt_2010_dens_2pt5_min
gpw_v4_e_a075_079bt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079bt_2010_dens_30_min
gpw_v4_e_a075_079bt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a075_079bt_2010_dens_30_sec
gpw_v4_e_a075_079ft_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a075_079ft_2010_cntm_1_deg
gpw_v4_e_a075_079ft_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079ft_2010_cntm_15_min
gpw_v4_e_a075_079ft_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079ft_2010_cntm_2pt5_min
gpw_v4_e_a075_079ft_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079ft_2010_cntm_30_min
gpw_v4_e_a075_079ft_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a075_079ft_2010_cntm_30_sec
gpw_v4_e_a075_079ft_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a075_079ft_2010_dens_1_deg
gpw_v4_e_a075_079ft_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079ft_2010_dens_15_min
gpw_v4_e_a075_079ft_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079ft_2010_dens_2pt5_min
gpw_v4_e_a075_079ft_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079ft_2010_dens_30_min
gpw_v4_e_a075_079ft_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a075_079ft_2010_dens_30_sec
gpw_v4_e_a075_079mt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a075_079mt_2010_cntm_1_deg
gpw_v4_e_a075_079mt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079mt_2010_cntm_15_min
gpw_v4_e_a075_079mt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079mt_2010_cntm_2pt5_min
gpw_v4_e_a075_079mt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079mt_2010_cntm_30_min
gpw_v4_e_a075_079mt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a075_079mt_2010_cntm_30_sec
gpw_v4_e_a075_079mt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a075_079mt_2010_dens_1_deg
gpw_v4_e_a075_079mt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079mt_2010_dens_15_min
gpw_v4_e_a075_079mt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079mt_2010_dens_2pt5_min
gpw_v4_e_a075_079mt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a075_079mt_2010_dens_30_min
gpw_v4_e_a075_079mt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a075_079mt_2010_dens_30_sec
gpw_v4_e_a075plusbt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a075plusbt_2010_cntm_1_deg
gpw_v4_e_a075plusbt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusbt_2010_cntm_15_min
gpw_v4_e_a075plusbt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusbt_2010_cntm_2pt5_min
gpw_v4_e_a075plusbt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusbt_2010_cntm_30_min
gpw_v4_e_a075plusbt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a075plusbt_2010_cntm_30_sec
gpw_v4_e_a075plusbt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a075plusbt_2010_dens_1_deg
gpw_v4_e_a075plusbt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusbt_2010_dens_15_min
gpw_v4_e_a075plusbt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusbt_2010_dens_2pt5_min
gpw_v4_e_a075plusbt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusbt_2010_dens_30_min
gpw_v4_e_a075plusbt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a075plusbt_2010_dens_30_sec
gpw_v4_e_a075plusft_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a075plusft_2010_cntm_1_deg
gpw_v4_e_a075plusft_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusft_2010_cntm_15_min
gpw_v4_e_a075plusft_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusft_2010_cntm_2pt5_min
gpw_v4_e_a075plusft_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusft_2010_cntm_30_min
gpw_v4_e_a075plusft_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a075plusft_2010_cntm_30_sec
gpw_v4_e_a075plusft_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a075plusft_2010_dens_1_deg
gpw_v4_e_a075plusft_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusft_2010_dens_15_min
gpw_v4_e_a075plusft_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusft_2010_dens_2pt5_min
gpw_v4_e_a075plusft_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusft_2010_dens_30_min
gpw_v4_e_a075plusft_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a075plusft_2010_dens_30_sec
gpw_v4_e_a075plusmt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a075plusmt_2010_cntm_1_deg
gpw_v4_e_a075plusmt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusmt_2010_cntm_15_min
gpw_v4_e_a075plusmt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusmt_2010_cntm_2pt5_min
gpw_v4_e_a075plusmt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusmt_2010_cntm_30_min
gpw_v4_e_a075plusmt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a075plusmt_2010_cntm_30_sec
gpw_v4_e_a075plusmt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a075plusmt_2010_dens_1_deg
gpw_v4_e_a075plusmt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusmt_2010_dens_15_min
gpw_v4_e_a075plusmt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusmt_2010_dens_2pt5_min
gpw_v4_e_a075plusmt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a075plusmt_2010_dens_30_min
gpw_v4_e_a075plusmt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a075plusmt_2010_dens_30_sec
gpw_v4_e_a080_084bt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a080_084bt_2010_cntm_1_deg
gpw_v4_e_a080_084bt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084bt_2010_cntm_15_min
gpw_v4_e_a080_084bt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084bt_2010_cntm_2pt5_min
gpw_v4_e_a080_084bt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084bt_2010_cntm_30_min
gpw_v4_e_a080_084bt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a080_084bt_2010_cntm_30_sec
gpw_v4_e_a080_084bt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a080_084bt_2010_dens_1_deg
gpw_v4_e_a080_084bt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084bt_2010_dens_15_min
gpw_v4_e_a080_084bt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084bt_2010_dens_2pt5_min
gpw_v4_e_a080_084bt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084bt_2010_dens_30_min
gpw_v4_e_a080_084bt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a080_084bt_2010_dens_30_sec
gpw_v4_e_a080_084ft_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a080_084ft_2010_cntm_1_deg
gpw_v4_e_a080_084ft_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084ft_2010_cntm_15_min
gpw_v4_e_a080_084ft_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084ft_2010_cntm_2pt5_min
gpw_v4_e_a080_084ft_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084ft_2010_cntm_30_min
gpw_v4_e_a080_084ft_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a080_084ft_2010_cntm_30_sec
gpw_v4_e_a080_084ft_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a080_084ft_2010_dens_1_deg
gpw_v4_e_a080_084ft_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084ft_2010_dens_15_min
gpw_v4_e_a080_084ft_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084ft_2010_dens_2pt5_min
gpw_v4_e_a080_084ft_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084ft_2010_dens_30_min
gpw_v4_e_a080_084ft_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a080_084ft_2010_dens_30_sec
gpw_v4_e_a080_084mt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a080_084mt_2010_cntm_1_deg
gpw_v4_e_a080_084mt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084mt_2010_cntm_15_min
gpw_v4_e_a080_084mt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084mt_2010_cntm_2pt5_min
gpw_v4_e_a080_084mt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084mt_2010_cntm_30_min
gpw_v4_e_a080_084mt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a080_084mt_2010_cntm_30_sec
gpw_v4_e_a080_084mt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a080_084mt_2010_dens_1_deg
gpw_v4_e_a080_084mt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084mt_2010_dens_15_min
gpw_v4_e_a080_084mt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084mt_2010_dens_2pt5_min
gpw_v4_e_a080_084mt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a080_084mt_2010_dens_30_min
gpw_v4_e_a080_084mt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a080_084mt_2010_dens_30_sec
gpw_v4_e_a080plusbt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a080plusbt_2010_cntm_1_deg
gpw_v4_e_a080plusbt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusbt_2010_cntm_15_min
gpw_v4_e_a080plusbt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusbt_2010_cntm_2pt5_min
gpw_v4_e_a080plusbt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusbt_2010_cntm_30_min
gpw_v4_e_a080plusbt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a080plusbt_2010_cntm_30_sec
gpw_v4_e_a080plusbt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a080plusbt_2010_dens_1_deg
gpw_v4_e_a080plusbt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusbt_2010_dens_15_min
gpw_v4_e_a080plusbt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusbt_2010_dens_2pt5_min
gpw_v4_e_a080plusbt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusbt_2010_dens_30_min
gpw_v4_e_a080plusbt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a080plusbt_2010_dens_30_sec
gpw_v4_e_a080plusft_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a080plusft_2010_cntm_1_deg
gpw_v4_e_a080plusft_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusft_2010_cntm_15_min
gpw_v4_e_a080plusft_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusft_2010_cntm_2pt5_min
gpw_v4_e_a080plusft_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusft_2010_cntm_30_min
gpw_v4_e_a080plusft_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a080plusft_2010_cntm_30_sec
gpw_v4_e_a080plusft_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a080plusft_2010_dens_1_deg
gpw_v4_e_a080plusft_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusft_2010_dens_15_min
gpw_v4_e_a080plusft_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusft_2010_dens_2pt5_min
gpw_v4_e_a080plusft_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusft_2010_dens_30_min
gpw_v4_e_a080plusft_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a080plusft_2010_dens_30_sec
gpw_v4_e_a080plusmt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a080plusmt_2010_cntm_1_deg
gpw_v4_e_a080plusmt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusmt_2010_cntm_15_min
gpw_v4_e_a080plusmt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusmt_2010_cntm_2pt5_min
gpw_v4_e_a080plusmt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusmt_2010_cntm_30_min
gpw_v4_e_a080plusmt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a080plusmt_2010_cntm_30_sec
gpw_v4_e_a080plusmt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a080plusmt_2010_dens_1_deg
gpw_v4_e_a080plusmt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusmt_2010_dens_15_min
gpw_v4_e_a080plusmt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusmt_2010_dens_2pt5_min
gpw_v4_e_a080plusmt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a080plusmt_2010_dens_30_min
gpw_v4_e_a080plusmt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a080plusmt_2010_dens_30_sec
gpw_v4_e_a085plusbt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a085plusbt_2010_cntm_1_deg
gpw_v4_e_a085plusbt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusbt_2010_cntm_15_min
gpw_v4_e_a085plusbt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusbt_2010_cntm_2pt5_min
gpw_v4_e_a085plusbt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusbt_2010_cntm_30_min
gpw_v4_e_a085plusbt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a085plusbt_2010_cntm_30_sec
gpw_v4_e_a085plusbt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a085plusbt_2010_dens_1_deg
gpw_v4_e_a085plusbt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusbt_2010_dens_15_min
gpw_v4_e_a085plusbt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusbt_2010_dens_2pt5_min
gpw_v4_e_a085plusbt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusbt_2010_dens_30_min
gpw_v4_e_a085plusbt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a085plusbt_2010_dens_30_sec
gpw_v4_e_a085plusft_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a085plusft_2010_cntm_1_deg
gpw_v4_e_a085plusft_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusft_2010_cntm_15_min
gpw_v4_e_a085plusft_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusft_2010_cntm_2pt5_min
gpw_v4_e_a085plusft_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusft_2010_cntm_30_min
gpw_v4_e_a085plusft_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a085plusft_2010_cntm_30_sec
gpw_v4_e_a085plusft_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a085plusft_2010_dens_1_deg
gpw_v4_e_a085plusft_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusft_2010_dens_15_min
gpw_v4_e_a085plusft_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusft_2010_dens_2pt5_min
gpw_v4_e_a085plusft_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusft_2010_dens_30_min
gpw_v4_e_a085plusft_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a085plusft_2010_dens_30_sec
gpw_v4_e_a085plusmt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a085plusmt_2010_cntm_1_deg
gpw_v4_e_a085plusmt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusmt_2010_cntm_15_min
gpw_v4_e_a085plusmt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusmt_2010_cntm_2pt5_min
gpw_v4_e_a085plusmt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusmt_2010_cntm_30_min
gpw_v4_e_a085plusmt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a085plusmt_2010_cntm_30_sec
gpw_v4_e_a085plusmt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_a085plusmt_2010_dens_1_deg
gpw_v4_e_a085plusmt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusmt_2010_dens_15_min
gpw_v4_e_a085plusmt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusmt_2010_dens_2pt5_min
gpw_v4_e_a085plusmt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_a085plusmt_2010_dens_30_min
gpw_v4_e_a085plusmt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_a085plusmt_2010_dens_30_sec
gpw_v4_e_atotpopft_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_atotpopft_2010_cntm_1_deg
gpw_v4_e_atotpopft_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_atotpopft_2010_cntm_15_min
gpw_v4_e_atotpopft_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_atotpopft_2010_cntm_2pt5_min
gpw_v4_e_atotpopft_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_atotpopft_2010_cntm_30_min
gpw_v4_e_atotpopft_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_atotpopft_2010_cntm_30_sec
gpw_v4_e_atotpopft_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_atotpopft_2010_dens_1_deg
gpw_v4_e_atotpopft_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_atotpopft_2010_dens_15_min
gpw_v4_e_atotpopft_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_atotpopft_2010_dens_2pt5_min
gpw_v4_e_atotpopft_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_atotpopft_2010_dens_30_min
gpw_v4_e_atotpopft_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_atotpopft_2010_dens_30_sec
gpw_v4_e_atotpopmt_2010_cntm_1_deg,gpw_v4_basic_demographic_characteristics_rev10_atotpopmt_2010_cntm_1_deg
gpw_v4_e_atotpopmt_2010_cntm_15_min,gpw_v4_basic_demographic_characteristics_rev10_atotpopmt_2010_cntm_15_min
gpw_v4_e_atotpopmt_2010_cntm_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_atotpopmt_2010_cntm_2pt5_min
gpw_v4_e_atotpopmt_2010_cntm_30_min,gpw_v4_basic_demographic_characteristics_rev10_atotpopmt_2010_cntm_30_min
gpw_v4_e_atotpopmt_2010_cntm_30_sec,gpw_v4_basic_demographic_characteristics_rev10_atotpopmt_2010_cntm_30_sec
gpw_v4_e_atotpopmt_2010_dens_1_deg,gpw_v4_basic_demographic_characteristics_rev10_atotpopmt_2010_dens_1_deg
gpw_v4_e_atotpopmt_2010_dens_15_min,gpw_v4_basic_demographic_characteristics_rev10_atotpopmt_2010_dens_15_min
gpw_v4_e_atotpopmt_2010_dens_2pt5_min,gpw_v4_basic_demographic_characteristics_rev10_atotpopmt_2010_dens_2pt5_min
gpw_v4_e_atotpopmt_2010_dens_30_min,gpw_v4_basic_demographic_characteristics_rev10_atotpopmt_2010_dens_30_min
gpw_v4_e_atotpopmt_2010_dens_30_sec,gpw_v4_basic_demographic_characteristics_rev10_atotpopmt_2010_dens_30_sec
gpw_v4_context_1_deg,gpw_v4_data_quality_indicators_rev10_context_1_deg
gpw_v4_context_15_min,gpw_v4_data_quality_indicators_rev10_context_15_min
gpw_v4_context_2pt5_min,gpw_v4_data_quality_indicators_rev10_context_2pt5_min
gpw_v4_context_30_min,gpw_v4_data_quality_indicators_rev10_context_30_min
gpw_v4_context_30_sec,gpw_v4_data_quality_indicators_rev10_context_30_sec
gpw_v4_mean_maskedadminarea_1_deg,gpw_v4_data_quality_indicators_rev10_mean_adminunitarea_1_deg
gpw_v4_mean_maskedadminarea_15_min,gpw_v4_data_quality_indicators_rev10_mean_adminunitarea_15_min
gpw_v4_mean_maskedadminarea_2pt5_min,gpw_v4_data_quality_indicators_rev10_mean_adminunitarea_2pt5_min
gpw_v4_mean_maskedadminarea_30_min,gpw_v4_data_quality_indicators_rev10_mean_adminunitarea_30_min
gpw_v4_mean_maskedadminarea_30_sec,gpw_v4_data_quality_indicators_rev10_mean_adminunitarea_30_sec
gpw_v4_watermask_1_deg,gpw_v4_data_quality_indicators_rev10_watermask_1_deg
gpw_v4_watermask_15_min,gpw_v4_data_quality_indicators_rev10_watermask_15_min
gpw_v4_watermask_2pt5_min,gpw_v4_data_quality_indicators_rev10_watermask_2pt5_min
gpw_v4_watermask_30_min,gpw_v4_data_quality_indicators_rev10_watermask_30_min
gpw_v4_watermask_30_sec,gpw_v4_data_quality_indicators_rev10_watermask_30_sec
gpw_v4_maskedareakm_1_deg,gpw_v4_land_water_area_rev10_landareakm_1_deg
gpw_v4_maskedareakm_15_min,gpw_v4_land_water_area_rev10_landareakm_15_min
gpw_v4_maskedareakm_2pt5_min,gpw_v4_land_water_area_rev10_landareakm_2pt5_min
gpw_v4_maskedareakm_30_min,gpw_v4_land_water_area_rev10_landareakm_30_min
gpw_v4_maskedareakm_30_sec,gpw_v4_land_water_area_rev10_landareakm_30_sec
gpw_v4_waterareakm_1_deg,gpw_v4_land_water_area_rev10_waterareakm_1_deg
gpw_v4_waterareakm_15_min,gpw_v4_land_water_area_rev10_waterareakm_15_min
gpw_v4_waterareakm_2pt5_min,gpw_v4_land_water_area_rev10_waterareakm_2pt5_min
gpw_v4_waterareakm_30_min,gpw_v4_land_water_area_rev10_waterareakm_30_min
gpw_v4_waterareakm_30_sec,gpw_v4_land_water_area_rev10_waterareakm_30_sec
gpw_v4_une_atotpopbt_1975_cntm_1_deg,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_1975_cntm_1_deg
gpw_v4_une_atotpopbt_1975_cntm_15_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_1975_cntm_15_min
gpw_v4_une_atotpopbt_1975_cntm_2pt5_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_1975_cntm_2pt5_min
gpw_v4_une_atotpopbt_1975_cntm_30_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_1975_cntm_30_min
gpw_v4_une_atotpopbt_1975_cntm_30_sec,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_1975_cntm_30_sec
gpw_v4_une_atotpopbt_1990_cntm_1_deg,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_1990_cntm_1_deg
gpw_v4_une_atotpopbt_1990_cntm_15_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_1990_cntm_15_min
gpw_v4_une_atotpopbt_1990_cntm_2pt5_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_1990_cntm_2pt5_min
gpw_v4_une_atotpopbt_1990_cntm_30_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_1990_cntm_30_min
gpw_v4_une_atotpopbt_1990_cntm_30_sec,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_1990_cntm_30_sec
gpw_v4_une_atotpopbt_2000_cntm_1_deg,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2000_cntm_1_deg
gpw_v4_une_atotpopbt_2000_cntm_15_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2000_cntm_15_min
gpw_v4_une_atotpopbt_2000_cntm_2pt5_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2000_cntm_2pt5_min
gpw_v4_une_atotpopbt_2000_cntm_30_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2000_cntm_30_min
gpw_v4_une_atotpopbt_2000_cntm_30_sec,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2000_cntm_30_sec
gpw_v4_une_atotpopbt_2005_cntm_1_deg,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2005_cntm_1_deg
gpw_v4_une_atotpopbt_2005_cntm_15_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2005_cntm_15_min
gpw_v4_une_atotpopbt_2005_cntm_2pt5_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2005_cntm_2pt5_min
gpw_v4_une_atotpopbt_2005_cntm_30_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2005_cntm_30_min
gpw_v4_une_atotpopbt_2005_cntm_30_sec,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2005_cntm_30_sec
gpw_v4_une_atotpopbt_2010_cntm_1_deg,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2010_cntm_1_deg
