ISO,UBID,context
bra,355030830000513,118
bra,355030830000516,116
bra,355030830000519,118
bra,350710005000029,118
bra,431610505000038,118
bra,350600305000455,118
bra,350600305000459,118
bra,230400405000017,118
bra,431090012000002,118
bra,430660105060069,118
bra,353440105000926,118
bra,430940705000036,118
bra,430940705000034,118
bra,430940705000035,116
bra,430940705000038,118
bra,420330305000031,118
bra,290910905000008,116
bra,411370005040064,118
bra,354780905000266,116
bra,421170230000001,118
bra,310670505040053,118
bra,354100010000099,118
bra,130270205000020,116
bra,210408105000028,118
bra,411870910000002,118
bra,210408105000026,118
bra,354480605000013,118
bra,354480605000012,118
bra,280070405000010,118
bra,261480805000006,118
bra,280290805000073,116
bra,140002705000010,118
bra,140002705000012,118
bra,221100105000106,118
bra,231130605000058,118
bra,231130605000051,118
bra,355030830000444,116
bra,430850805000051,118
bra,430850805000050,118
bra,330330205000544,118
bra,260860205000006,118
bra,260790120000002,118
bra,261160605210070,118
bra,431261720000001,116
bra,310670505030114,118
bra,291750810000021,118
bra,500460105000029,118
bra,130370005000016,116
bra,353780005000049,118
bra,355380705000027,118
bra,355380705000026,118
bra,291080025000013,118
bra,520140505000130,116
bra,355030820000082,116
bra,320250420000003,118
bra,355030857000088,118
bra,150060205000076,118
bra,510020105000036,118
bra,510020105000034,118
bra,330250205000060,118
bra,312410405000094,118
bra,355030830000570,118
bra,352590405000633,118
bra,432380405000017,118
bra,140050605000014,118
bra,291600505000027,118
bra,352220805000181,118
bra,352220805000184,116
bra,310480905000007,118
bra,310480905000006,118
bra,310480905000004,118
bra,421770909000007,118
bra,315250105060013,118
bra,330630505000138,118
bra,150360605000152,118
bra,150360605000159,116
bra,150360605000158,116
bra,520620610000013,118
bra,330350005160122,118
bra,330350005160123,118
bra,353440105000344,118
bra,355030855000257,118
bra,431560205190001,118
bra,421780805000041,118
bra,350160805000049,118
bra,330330205000383,118
bra,330330205000381,118
bra,410400605000039,118
bra,291690605000028,118
bra,291690605000026,118
bra,352440205000020,118
bra,350160805000258,118
bra,355030842000258,118
bra,355030842000259,118
bra,420550605000074,118
bra,350410705000268,118
bra,351540005000026,118
bra,355030835000195,118
bra,355030835000194,118
bra,355030830000604,118
bra,211220905000182,118
bra,431870505000057,118
bra,355220505000401,118
bra,230535710000007,118
bra,230130705000007,116
bra,432320007000001,118
bra,310670505070038,116
bra,310670505070039,118
bra,421380710000004,116
bra,355020915000003,118
bra,210660705000040,118
bra,210660705000043,116
bra,421660213000092,118
bra,292975015000012,118
bra,292975015000011,118
bra,411520005210013,118
bra,350510405000012,118
bra,420125705000018,118
bra,411065605000009,118
bra,432280605000059,118
bra,421170210000006,118
bra,510840205000156,118
bra,320520025080033,118
bra,313420205000060,118
bra,210975905000022,118
bra,210975905000021,118
bra,432180805000037,118
bra,351925305000012,118
bra,420100005000022,118
bra,330490410000261,116
bra,240325105000120,118
bra,355030816000150,118
bra,355220505000039,116
bra,510410405000051,118
bra,421930905000081,118
bra,430610605000091,116
bra,430610605000093,118
bra,317040405000079,118
bra,354780905000816,118
bra,352330510000022,118
bra,330455705290413,118
bra,420800505000023,118
bra,420800505000024,118
bra,330420105000109,118
bra,354990405000485,118
bra,261190305000025,118
bra,350950205001553,118
bra,430720320000001,118
bra,150803505000023,118
bra,350440405000019,118
bra,421120705000046,118
bra,412820315000003,118
bra,353000305000007,116
bra,411820405000071,118
bra,310620025610247,118
bra,220720705000021,118
bra,411722205000018,118
bra,411722205000019,118
bra,411722205000014,118
bra,411722205000015,118
bra,431060340000001,118
bra,355500005000082,118
bra,411500205000015,118
bra,352520105000052,118
bra,130260305110184,118
bra,315120605000042,118
bra,280350005000076,118
bra,431973705000004,116
bra,420950805000025,118
bra,290520610000011,118
bra,290520610000013,116
bra,220550805000049,118
bra,150815905000042,118
bra,421170205000025,118
bra,510623205000032,118
bra,320220715000004,118
bra,353050805000089,118
bra,353050805000085,118
bra,110150005000010,118
bra,110150005000014,116
bra,221100105080181,118
bra,130280105000039,118
bra,355410205000412,118
bra,353930105000052,118
bra,291870405000018,118
bra,291870405000012,118
bra,291870405000013,118
bra,291870405000017,118
bra,330280905000035,118
bra,521973805000009,118
bra,351500405000277,118
bra,351500405000272,118
bra,130240505000104,116
bra,431690705070014,118
bra,530010805300123,118
bra,530010805300128,118
bra,280700605000009,118
bra,431350805000050,118
bra,291770605000030,118
bra,420910205000147,118
bra,520110805000405,118
bra,314810305000080,118
bra,314000145000004,118
bra,312770105000281,118
bra,410280210000011,118
bra,410280210000014,118
bra,411705720000003,118
bra,130406205000009,116
bra,410540905000052,116
bra,411370005050060,118
bra,352440205000298,118
bra,330190015000029,118
bra,311800715000003,118
bra,311800715000005,116
bra,350070905000040,118
bra,530010805300085,118
bra,211220905000132,116
bra,355400305000300,118
bra,431333405000009,118
bra,530010805250193,118
bra,530010805250194,118
bra,310170605000055,118
bra,172110905000031,118
bra,352960905000004,118
bra,310620060680038,118
bra,421810305000003,118
bra,292740805060239,118
bra,431870505000241,118
bra,291090905000007,118
bra,290930705000037,118
bra,290930705000038,118
bra,355030807000122,116
bra,350950205000336,116
bra,352790005000016,118
bra,352690205000014,118
bra,354780905000878,118
bra,330250205000044,118
bra,420480605000045,118
bra,420480605000074,118
bra,421540605000012,118
bra,291810010000006,116
bra,420480605000072,118
bra,411750305000046,118
bra,354070505000061,118
bra,411520005140001,118
bra,172100005000163,118
bra,330490420000247,118
bra,330490420000240,118
bra,355210605000080,116
bra,130360105000013,118
bra,130290010000048,116
bra,130290010000046,118
bra,230763530000001,118
bra,311860105190001,118
bra,230763530000004,118
bra,355340105000029,118
bra,431490205002205,116
bra,430495205000017,118
bra,430495205000012,118
bra,430495205000013,118
bra,330285805000114,118
bra,352340405000091,118
bra,520880605000033,118
bra,432149315000001,118
bra,420540740000018,118
bra,420540740000019,118
bra,350320825000082,118
bra,350320825000081,118
bra,314330205000384,118
bra,314460705000027,118
bra,280030805000757,118
bra,280030805000756,118
bra,352720705000114,116
bra,352720705000113,116
bra,431475305000002,116
bra,431475305000008,118
bra,431840825000001,118
bra,311030107000005,118
bra,350900705000131,118
bra,310620005650171,118
bra,350480005000017,118
bra,350480005000018,118
bra,221100105080179,118
bra,350880105000024,118
bra,350610205000124,118
bra,351535005000024,118
bra,351535005000022,118
bra,351535005000020,116
bra,351535005000021,116
bra,500325605000028,116
bra,350450305000134,118
bra,530010805090100,118
bra,355250210000109,118
bra,350970005000050,118
bra,310620005670331,118
bra,354150505000047,118
bra,354150505000049,118
bra,320150605000092,118
bra,314930917000020,118
bra,330190005000147,118
bra,351140905000037,118
bra,311860105130034,118
bra,352430305000129,118
bra,352720705000006,118
bra,150270705000037,118
bra,220155605000007,118
bra,130014405000050,118
bra,430850805000024,118
bra,500830505000140,118
bra,510726305000010,118
bra,430055420000001,118
bra,432280605000020,118
bra,355390605000007,118
bra,352400605000098,118
bra,355390605000009,118
bra,350040205000018,118
bra,351907105000227,118
bra,354980505000540,118
bra,430090105000021,118
bra,290270820000003,118
bra,500325610000004,118
bra,355180105000022,118
bra,230070505000015,118
bra,230070505000016,118
bra,230070505000013,118
bra,330490405000631,118
bra,355030803000043,118
bra,355030803000044,118
bra,355030865000216,116
bra,355660205000022,118
bra,353080505000110,116
bra,431860609000001,118
bra,411630710000005,118
bra,355030820000089,116
bra,431250015000008,118
bra,313720505000067,118
bra,280030805000254,118
bra,352440210000017,118
bra,352440210000016,118
bra,355220505000107,118
bra,411520005200005,118
bra,352630805000008,118
bra,330385605000004,118
bra,313300605000017,118
bra,420540740000034,118
bra,320130805000161,118
bra,420840105000030,118
bra,420840105000033,118
bra,420240405000235,118
bra,420240405000237,116
bra,330455705230584,116
bra,352440205000268,118
bra,431830905000019,118
bra,421820205000053,118
bra,330420105000122,116
bra,421820205000055,118
bra,130070605000029,116
bra,150360605000098,116
bra,150360605000095,118
bra,430535505000036,118
bra,431330005000058,118
bra,431490205000825,118
bra,330412805000022,118
bra,355280905000254,116
bra,313770005000012,118
bra,420240410000012,118
bra,352950005000006,116
bra,412520905000015,118
bra,412520905000010,118
bra,352480805000026,118
bra,500320730000006,118
bra,432330905000011,118
bra,310350405000112,118
bra,292320905000022,118
bra,355100905000392,118
bra,330187605060026,118
bra,330187605060027,116
bra,313670205060140,118
bra,353890705000034,118
bra,315250105040016,118
bra,280030805000732,118
bra,353460905000036,116
bra,353460905000035,118
bra,510624015000003,118
bra,421090205000020,118
bra,330420105000125,118
bra,250990910000002,118
bra,431690705060069,118
bra,231020910000008,118
bra,330455705370033,116
bra,150805005000028,118
bra,354340205000374,118
bra,330630505000484,118
bra,352680305000079,118
bra,290330005000014,118
bra,521190905000129,118
bra,510515005000004,118
bra,355140505000016,118
bra,320520020000002,118
bra,352460005000022,118
bra,231050605000036,116
bra,411310605000015,118
bra,411310605000016,118
bra,352230705000121,118
bra,150805005000023,118
bra,150805005000022,118
bra,350115205000015,118
bra,314980405000032,118
bra,432360605000006,118
bra,510645505000009,118
bra,353030005000056,118
bra,110013005000043,118
bra,353060705000214,116
bra,410150705000140,116
bra,330455705170629,118
bra,500270405000018,118
bra,410480805000055,118
bra,431610505000019,118
bra,355030835000158,118
bra,291750826000013,118
bra,291750826000014,118
bra,354130715000008,118
bra,510260305000022,118
bra,420540705000029,116
bra,311440205000023,116
bra,355030855000274,118
bra,411850105000068,118
bra,421710505000003,118
bra,292720010000005,116
bra,292720010000006,118
bra,412160405000012,118
bra,354340205000632,118
bra,410410505000007,118
bra,316292205000037,118
bra,210535105000026,118
bra,261640705000097,118
bra,261640705000099,118
bra,350600305000532,118
bra,350600305000534,118
bra,354780905000913,118
bra,431460525000008,118
bra,354910205000111,118
bra,411000305000011,118
bra,172110905000018,118
bra,421840005000028,118
bra,421840005000021,118
bra,421840005000026,118
bra,330490410000316,118
bra,354320405000013,118
bra,313780905000029,118
bra,130260305100208,116
bra,130260305100207,118
bra,314120705000021,118
bra,411140705000020,116
bra,411140705000021,118
bra,411275110000004,118
bra,220390905000072,118
bra,431960428000001,118
bra,211300905000051,118
bra,330070405000281,118
bra,120050005000044,118
bra,314000150000002,118
bra,314000150000004,116
bra,330455705190299,116
bra,351310805000034,116
bra,350100405000030,118
bra,350710005000011,116
bra,350710005000019,118
bra,350810805000024,118
bra,432250905000087,118
bra,431697210000001,118
bra,310670505050074,116
bra,520870705630037,116
bra,520870705630036,118
bra,350650805000012,116
bra,410480825000007,118
bra,410480825000006,118
bra,431640220000001,118
bra,270430205100018,118
bra,353870905000521,118
bra,353990505000013,116
bra,315210505070058,118
bra,211245605000020,118
bra,120013805000013,118
bra,353650505000058,118
bra,130390805000014,118
bra,310350415000001,118
bra,354390705000265,118
bra,354390705000267,118
bra,354390705000266,118
bra,231400305000055,118
bra,311860105270052,118
bra,110020505000061,118
bra,110020505000065,118
bra,231120705000007,118
bra,260345405100015,118
bra,315460605000096,118
bra,431830915000001,118
bra,412635505000009,116
bra,410950010000001,116
bra,354805405000023,118
bra,410420405000048,118
bra,354990405000701,118
bra,350970005000032,118
bra,311860105230041,118
bra,110100515000006,118
bra,430900126000001,118
bra,351907105000248,118
bra,352030105000060,118
bra,353060705000170,118
bra,130014405000041,118
bra,420240405000012,118
bra,430870605000012,118
bra,430130510000001,118
bra,260810705000031,118
bra,350910605000012,118
bra,411070605000044,118
bra,260140905000027,118
bra,310620005680170,118
bra,316860605000134,118
bra,354870805001136,118
bra,421900205000022,118
bra,130350205000041,118
bra,353870905000467,118
bra,431244320000010,118
bra,353430205000058,118
bra,330520805060043,118
bra,350610205000130,116
bra,330520805060041,118
bra,352320605000071,118
bra,510795825000014,118
bra,354500105000015,118
bra,510795825000011,118
bra,352210905000203,118
bra,530010805210042,118
bra,521260005000007,118
bra,355030852000051,118
bra,355030852000050,116
bra,355030852000057,118
bra,150800105000050,118
bra,320120930000009,118
bra,420545605000027,118
bra,240810205070054,118
bra,355030830000500,118
bra,150010705000087,118
bra,431237750000001,118
bra,431237750000004,116
bra,350600305000447,118
bra,210598905000014,118
bra,350410705000293,118
bra,352360205000017,118
bra,350700105000080,118
bra,350700105000088,118
bra,130030010000012,116
bra,130030010000013,116
bra,430660105060070,118
bra,355030855000285,118
bra,355030855000284,116
bra,330490410000221,118
bra,330490410000220,118
bra,431940605000007,118
bra,411745305000013,118
bra,110020520000004,118
bra,520450805000093,116
bra,431340905000318,118
bra,351040105000068,118
bra,431570105000030,116
bra,421410205000006,118
bra,421410205000007,116
bra,130356905000036,118
bra,130356905000038,118
bra,140020905000039,116
bra,140020905000038,118
bra,310670505040066,118
bra,310670505040067,118
bra,140020905000032,118
bra,293250735000006,118
bra,510790905000149,118
bra,291350705000028,118
bra,350020405000006,116
bra,431740005000062,118
bra,292110410000006,118
bra,292710105000022,116
bra,292710105000021,116
bra,411520005370047,118
bra,411520005370044,116
bra,350870210000004,118
bra,140002705000028,118
bra,420450905000034,116
bra,330455705230847,118
bra,350970005000031,118
bra,280480505000163,118
bra,411850130000009,118
bra,411850130000004,118
bra,420800505000022,118
bra,130426005000013,118
bra,130426005000015,118
bra,350540105000014,116
bra,291530405000021,118
bra,330185005000069,118
bra,230015005000036,116
bra,314800405000139,118
bra,314760005000017,116
bra,350990805000023,118
bra,150060205000041,118
bra,130260305110282,118
bra,430680905000040,118
bra,310430405000025,118
bra,430558705000010,118
bra,316960405000026,118
bra,351380105000499,118
bra,421480505000116,118
bra,312700805000014,118
bra,290380505000025,118
bra,290380505000026,118
bra,421480505000113,118
bra,292010605000038,118
bra,314800405000077,118
bra,270430205120038,116
bra,270430205120039,118
bra,310620005630021,118
bra,530010805110298,118
bra,520460705000005,118
bra,353500205000023,118
bra,353500205000020,118
bra,353500205000021,118
bra,353240505000009,118
bra,270430205060105,118
bra,430230305000034,118
bra,430230305000036,118
bra,411720605000008,118
bra,430210505000156,118
bra,291480205000043,118
bra,351640805000140,118
bra,420590205000076,118
bra,355030803000106,118
bra,355270005000022,116
bra,240820105000026,118
bra,330040705040063,118
bra,350550005000090,116
bra,351850305000016,118
bra,510160510000013,118
bra,510160510000015,118
bra,510160510000016,118
bra,330130620000006,118
bra,291110505000033,118
bra,280360905000039,116
bra,350760505000180,118
bra,431760816000005,118
bra,431760816000007,116
bra,412590205000003,118
bra,420165305000006,118
bra,530010805120045,118
bra,354990405000929,118
bra,354990405000928,118
bra,421900205000093,116
bra,421900205000091,118
bra,290430805000015,116
bra,353870905000297,118
bra,431020737000002,116
bra,350280405000351,118
bra,130070605000045,118
bra,230550605000016,118
bra,292975015000004,118
bra,292975015000007,118
bra,292975015000003,118
bra,421930905000113,118
bra,421930905000110,118
bra,230640527000002,116
bra,420910205000646,118
bra,320240505000144,116
bra,330330205000741,116
bra,291760705000059,118
bra,354140605000095,118
bra,411820405000125,118
bra,421930905000094,118
bra,355030890000231,118
bra,313340205000033,118
bra,313340205000032,118
bra,150360605000074,118
bra,320120905000032,118
bra,150360605000075,118
bra,330455705290425,116
bra,421170215000005,118
bra,293080810000005,118
bra,330100905070167,116
bra,330100905070164,116
bra,431900005000053,118
bra,421100905000031,118
bra,421100905000034,118
bra,231195910000004,118
bra,311160605000008,118
bra,412810405000074,118
bra,432040405000009,118
bra,520620605000058,118
bra,520620605000059,118
bra,220255405000012,118
bra,420940915000009,116
bra,420940915000008,118
bra,411420305000068,118
bra,411420305000063,118
bra,411420305000062,118
bra,411420305000065,118
bra,510340305420113,118
bra,330520805070008,118
bra,210409905000015,118
bra,510330409000006,118
bra,510330409000007,118
bra,270375905000008,118
bra,351200105000028,116
bra,432270705000038,118
bra,420950805000030,118
bra,420950805000036,118
bra,420950805000039,118
bra,220550805000051,118
bra,130070610000013,118
bra,355020905000032,118
bra,211250610000004,118
bra,352042605000006,118
bra,355040705000013,118
bra,355030834000039,118
bra,412750220000002,118
bra,261090510000003,118
bra,330160315000005,116
bra,420130705000041,118
bra,430160205000079,118
bra,355030881000275,118
bra,353060720000019,118
bra,313115805000006,118
bra,500500405000037,116
bra,420940905000124,118
bra,313310505000027,118
bra,354630605000033,116
bra,355010005000059,116
bra,231335105000017,118
bra,311440205000021,118
bra,130240505000110,118
bra,314610715000005,118
bra,210480005000090,118
bra,353940005000013,118
bra,315590005000011,118
bra,430610605000126,118
bra,353550715000004,118
bra,431010805000043,118
bra,230440065110204,118
bra,431010805000040,118
bra,221120905000014,118
bra,230423625000006,118
bra,290475305000030,116
bra,354780910000020,118
bra,330550510000063,118
bra,431405005000065,118
bra,291855505000014,118
bra,291855505000015,118
bra,312010205000003,118
bra,314030805000005,118
bra,420240415000066,118
bra,330030805000103,118
bra,330240325000007,118
bra,210975905000011,118
bra,430100818000004,118
bra,500230805000028,118
bra,355540610000013,118
bra,355030884000095,118
bra,421660213000052,118
bra,130330405000036,118
bra,431870505000257,118
bra,431417505000005,118
bra,431060312000001,118
bra,130420305000017,118
bra,316110618000009,118
bra,432250905000144,118
bra,412405305000015,118
bra,330330205000796,118
bra,351380105000350,118
bra,432250905000142,118
bra,330490420000326,118
bra,410690205060312,118
bra,350260605000009,118
bra,350260605000006,116
bra,355400305000164,118
bra,310620005650547,118
bra,355480505000027,118
bra,520110805000411,118
bra,520110805000416,116
bra,520110805000417,116
bra,315690805000041,118
bra,330190015000033,118
bra,230830205000060,118
bra,314700605000117,118
bra,430080205000013,118
bra,430080205000016,116
bra,430400205000009,118
bra,430400205000008,118
bra,314700605000116,118
bra,250150005000021,118
bra,420480605000039,116
bra,411915205000101,118
bra,420730410000008,118
bra,310560805000029,118
bra,310560805000021,118
bra,330210605000018,116
bra,411380910000005,116
bra,430495205000003,118
bra,510300710000003,118
bra,355030834000156,118
bra,355030881000303,118
bra,320500205000007,118
bra,351360305000046,118
bra,350410705000172,118
bra,412015005000009,118
bra,130410405000060,116
bra,130410405000062,118
bra,412140605000010,118
bra,351880005000993,116
bra,430781520000001,118
bra,352720705000108,118
bra,352720705000102,118
bra,350320805000218,118
bra,352230705000135,118
bra,411370005040056,118
bra,330455705140086,118
bra,130040905000043,118
bra,130040905000041,118
bra,130040905000040,118
bra,130040905000045,118
bra,293200215000016,118
bra,293200215000017,118
bra,311530005000102,118
bra,130260305080119,118
bra,411840205000114,118
bra,431261750000001,118
bra,220370105000023,118
bra,354050705000010,118
bra,351925305000009,118
bra,351925305000004,116
bra,355030830000571,118
bra,355030830000573,116
bra,330190010000006,118
bra,221100105000095,118
bra,130014405000044,118
bra,130014405000042,118
bra,431690705080028,118
bra,260400705000077,118
bra,432300230000002,118
bra,510730505000013,118
bra,291540305000018,116
bra,354980510000024,118
bra,260680405000037,118
bra,421900205000090,116
bra,355030825000295,118
bra,330350005100134,118
bra,260760405000045,118
bra,260760405000044,118
bra,260760405000046,118
bra,430090105000011,118
bra,351880010000447,118
bra,351360305000040,118
bra,230465720000006,116
bra,313670205170066,118
bra,260180505000011,118
bra,352680305000027,118
bra,431560205350003,118
bra,431237715000001,118
bra,292140113000002,118
bra,330580205000066,116
bra,352790005000018,118
bra,411850105000088,118
bra,411850105000084,118
bra,510645505000010,118
bra,354870805000229,118
bra,354870805000228,118
bra,412630605000012,118
bra,430510805180009,116
bra,430510805180006,118
bra,411150605000065,116
bra,330550510000077,118
bra,221100105090062,118
bra,231340120000005,118
bra,431020705000027,118
bra,420520905000006,118
bra,430860705000048,118
bra,210320805000106,118
bra,290270815000023,118
bra,160023805000007,118
bra,432143605000006,118
bra,330040705030025,118
bra,522140305000010,118
bra,530010805230046,118
bra,530010805230045,116
bra,330455705260011,118
bra,130110005000042,118
bra,330190040000018,118
bra,421530705000033,118
bra,310420505000045,116
bra,290689940000012,118
bra,330455705220614,118
bra,330455705220615,116
bra,330455705220616,118
bra,330455705220610,118
bra,330455705220613,118
bra,130070605000017,118
bra,353060713000041,118
bra,330455705130288,116
bra,355030867000163,116
bra,510625705000034,118
bra,220270305000038,118
bra,410580505000184,118
bra,431330005000028,118
bra,354480605000021,116
bra,280740205000043,118
bra,310350405000106,118
bra,431490205000843,118
bra,230640535000001,118
bra,314930915000004,116
bra,420768405000002,118
bra,314120705000022,118
bra,510760205000185,118
bra,130120905000074,118
bra,130120905000078,118
bra,313620705000079,118
bra,313620705000078,118
bra,420430105000118,118
bra,354640515000001,118
bra,352260405000080,118
bra,355030867000245,116
bra,355030895000087,118
bra,270430205110038,118
bra,521190905000136,118
bra,330455705310078,118
bra,330455705310077,116
bra,412796505000026,118
bra,110149205000016,116
bra,110149205000013,118
bra,353060713000033,116
bra,312370005000015,118
bra,350450305000159,118
bra,351050005000101,118
bra,350950205001235,118
bra,350970005000071,118
bra,430195805000002,118
bra,291230110000006,118
bra,291360610000023,118
bra,293290305000104,118
bra,355030830000473,118
bra,230530805000037,118
bra,230530805000031,118
bra,355030894000108,116
bra,292190605000010,118
bra,292190605000011,116
bra,314070420000004,116
bra,432340805000012,118
bra,430230305000011,118
bra,230320405000043,118
bra,230320405000041,118
bra,230320405000046,118
bra,230320405000045,118
bra,350570805000095,118
bra,220260405000014,116
bra,220260405000016,118
bra,290150205000017,118
bra,353960805000008,118
bra,421340105000022,118
bra,353060705000226,118
bra,210598905000010,118
bra,431261745000001,118
bra,430511605000009,118
bra,352120005000017,118
bra,355060520000010,118
bra,354075405000006,118
bra,330360905000032,118
bra,352210905000164,118
bra,314610705000046,118
bra,510760230000089,118
bra,290880410000009,118
bra,290880410000008,118
bra,230170305000033,118
bra,230170305000031,118
bra,230170305000037,118
bra,230170305000036,118
bra,292810915000009,118
bra,330040705010042,118
bra,510835205000008,118
bra,320210805000006,118
bra,316720205030011,118
bra,311740505000013,118
bra,220780105000049,118
bra,330490410000281,116
bra,330560420000002,118
bra,220680305000013,118
bra,353040905000004,118
bra,410330505000008,118
bra,430187525000001,118
bra,431710306000003,116
bra,320320515000004,118
bra,230610805000013,116
bra,231240305000017,118
bra,230720505000017,116
bra,420820305000052,118
bra,354150505000064,118
bra,420730415000040,118
bra,351880005001007,116
bra,420730415000047,118
bra,420730415000046,118
bra,420730415000049,118
bra,310160705000085,118
bra,310160705000087,118
bra,110080905000027,118
bra,110080905000024,116
bra,411480720000004,118
bra,330420105000143,116
bra,431720205000111,118
bra,231220535000001,118
bra,231220535000007,118
bra,230850005000020,118
bra,330490410000365,118
bra,330490410000363,116
bra,410990610000004,116
bra,353070615000007,118
bra,330455705220609,118
bra,330455705220608,118
bra,330490425000120,118
bra,293240805000024,118
bra,130260305100213,116
bra,330040705000015,118
bra,330040705000011,118
bra,330040705000013,118
bra,431308605000011,118
bra,420360005000013,118
bra,350450305000146,118
bra,430710435000001,118
bra,351870105000192,118
bra,350570805000116,116
bra,261160605180021,118
bra,261160605180020,118
bra,350570805000113,116
bra,521190905000048,116
bra,510624005000011,118
bra,351310805000028,118
bra,350100405000021,118
bra,350100405000020,118
bra,330040705100008,118
bra,270260305000036,118
bra,355715405000003,118
bra,330455705370002,116
bra,500769505000019,118
bra,290570120000045,118
bra,290570120000044,118
bra,290570120000047,118
bra,290570120000046,118
bra,240810205080002,118
bra,510622405000013,118
bra,292810910000009,116
bra,500570705000096,118
bra,352590405000096,118
bra,353920205000031,118
bra,330630505000469,118
bra,431520605000010,116
bra,431520605000011,118
bra,431490205001598,116
bra,330630505000460,118
bra,330452405000220,118
bra,431350845000006,118
bra,350395005000006,118
bra,431060330000001,116
bra,313820305000062,118
bra,354390705000259,118
bra,354390705000250,116
bra,231120705000012,118
bra,510325405000022,118
bra,510325405000021,118
bra,411520005250009,118
bra,352760305000011,116
bra,352760305000010,118
bra,355030816000169,118
bra,330520805090068,118
bra,355030816000160,118
bra,150375405000009,116
bra,150375405000008,118
bra,317020605000646,118
bra,352210905000187,118
bra,130210805000046,118
bra,500568105000021,118
bra,420230510000006,118
bra,330455705230753,118
bra,120035105000023,118
bra,120035105000020,118
bra,353030005000076,118
bra,310620005680168,118
bra,230190105000088,116
bra,421900205000036,118
bra,353870905000451,118
bra,353350205000064,118
bra,354780905000797,116
bra,355030852000027,118
bra,210310905000014,118
bra,510340310430108,118
bra,320420310000003,116
bra,354100010000008,118
bra,352530005000111,116
bra,230205715000009,118
bra,352220805000167,118
bra,292740805270207,118
bra,352690205000366,118
bra,431090012000008,118
bra,432010705000040,118
bra,350500505000008,118
bra,351640805000128,118
bra,110020520000011,118
bra,110020520000010,118
bra,421170205000064,118
bra,421170205000066,118
bra,290120510000026,118
bra,210090705000020,116
bra,310670505040073,118
bra,310670505040070,118
bra,350760505000194,118
bra,350760505000195,116
bra,510268605000005,118
bra,240110705000020,118
bra,355030881000263,118
bra,354870805000525,118
bra,430790605000099,118
bra,430790605000096,118
bra,130006005000005,116
bra,314080305000017,118
bra,410880905000042,118
bra,410880905000043,118
bra,520080305000018,118
bra,310620005670370,118
bra,420540750000015,118
bra,510760210000001,118
bra,420270105000008,118
bra,292710105000030,116
bra,412480605000011,118
bra,412480605000014,118
bra,140002705000033,118
bra,140002705000037,118
bra,317010705100001,118
bra,290020705000005,116
bra,231130605000070,118
bra,231130605000076,118
bra,431690705100010,116
bra,431690705100016,118
bra,354250305000014,118
bra,260640805000123,118
bra,130426005000029,118
bra,130426005000020,118
bra,350950205000928,118
bra,330185005000071,118
bra,330185005000073,118
bra,330185005000072,118
bra,330185005000075,116
bra,290880405000010,118
bra,290880405000012,118
bra,290880405000013,118
bra,292280505000015,116
bra,230015005000020,118
bra,352040015000007,118
bra,290810105000057,116
bra,320320512000006,116
bra,310620005620366,118
bra,211130005000951,118
bra,110010622000005,118
bra,431532105000008,118
bra,350280405000350,118
bra,350280405000356,118
bra,330630505000039,116
bra,313570405000003,118
bra,353550705000056,118
bra,420240405000103,118
bra,350410705000060,118
bra,350410705000061,118
bra,293075805000014,118
bra,330455705170038,118
bra,510260305000054,118
bra,510260305000053,118
bra,355260105000014,116
bra,355030881000229,118
bra,421900205000071,116
bra,352310705000326,118
bra,412630605000015,118
bra,311430305000033,118
bra,310200105000012,118
bra,530010805110283,118
bra,530010805110281,118
bra,530010805110280,118
bra,231200715000004,116
bra,231150405000011,116
bra,231150405000012,118
bra,130014405000026,118
bra,315460605000052,118
bra,315460605000053,118
bra,351840405000048,118
bra,412402005000023,118
bra,412402005000021,118
bra,240820105000011,118
bra,231210605000006,116
bra,330040705040052,118
bra,210200205000050,118
bra,352440207000017,118
bra,352440207000013,118
bra,330490415000260,118
bra,530010805300076,118
bra,355030868000281,116
bra,354640505000070,118
bra,270750305000027,118
bra,351000505000041,118
bra,140020905000040,118
bra,521760905000050,118
bra,430510845000005,118
bra,351870110000142,116
bra,351870110000141,118
bra,351870110000144,118
bra,291165905000020,118
bra,230380805000023,118
bra,310620005620444,116
bra,230710605000037,118
bra,411520005360022,118
bra,431470405000016,116
bra,431470405000015,118
bra,431470405000013,118
bra,420700705000117,118
bra,355500005000028,118
bra,355500005000029,118
bra,410950005000006,116
bra,351080705000011,118
bra,330520805000018,118
bra,130220705000031,118
bra,330520805000017,118
bra,330520805000015,118
bra,210940305000021,118
bra,431306005000031,118
bra,431070215000001,118
bra,352470905000047,118
bra,350950205001517,116
bra,270920205000040,118
bra,355030870000049,118
bra,351640805000141,118
bra,351640805000142,116
bra,292740805220256,118
bra,355540605000136,118
bra,330285805000295,118
bra,510279305000004,118
bra,521930805000063,118
bra,140010005000020,118
bra,110010605000046,118
bra,110010605000042,118
bra,230390705000019,118
bra,352920305000042,118
bra,330455705290431,116
bra,292190605000005,118
bra,431490205002386,116
bra,355030855000176,116
bra,330455705170286,118
bra,352900505000020,118
bra,290660015000006,118
bra,230920105000010,116
bra,160010505000006,118
bra,355030871000113,116
bra,420550605000063,118
bra,411480705000052,116
bra,411480705000053,118
bra,411480705000054,118
bra,411480705000055,118
bra,411480705000058,118
bra,412810405000082,118
bra,353910305000015,116
bra,351360310000012,118
bra,291080040000009,116
bra,130070610000006,116
