ISO,UBID,context
bra,353870905000532,118
bra,316990105000002,118
bra,510792510000006,118
bra,292400905000112,118
bra,330490405000572,118
bra,420030905000006,118
bra,320120905000285,116
bra,261040005000018,118
bra,421930905000083,118
bra,510760205000133,118
bra,510760205000132,118
bra,290830910000010,118
bra,355030881000284,118
bra,530010805080350,118
bra,352440210000015,116
bra,430610605000092,118
bra,351040105000071,118
bra,292170805000032,118
bra,521020805000055,118
bra,530010805110273,118
bra,120040105000320,118
bra,420430105000018,118
bra,430520705000022,118
bra,330455705170143,116
bra,311860105170014,118
bra,220590405000012,118
bra,261160605210208,118
bra,330110815000002,118
bra,230370905000142,118
bra,354140605000306,118
bra,130210805000006,118
bra,292140115000006,118
bra,210050110000006,118
bra,420850005000054,118
bra,430510805160008,118
bra,354025905000010,118
bra,130070605000053,118
bra,420460805000184,118
bra,411850105000100,118
bra,411850105000103,118
bra,411850105000105,118
bra,411960805000036,116
bra,220120005000089,118
bra,420240410000015,118
bra,220120005000083,118
bra,352710805000055,118
bra,420730405000037,118
bra,420730405000036,118
bra,351800805000006,118
bra,355630505000032,118
bra,411535805000014,118
bra,411535805000011,118
bra,411535805000012,118
bra,351500405000074,118
bra,320020105000019,118
bra,430087705000024,118
bra,314545505000007,118
bra,353060705000124,118
bra,310740605000078,118
bra,350600305000471,118
bra,354570405000016,118
bra,350950205001550,118
bra,316460505000014,118
bra,350410705000287,118
bra,350410705000281,118
bra,352440205000297,118
bra,220777705000017,118
bra,410880905000040,118
bra,410880905000041,118
bra,355070410000043,116
bra,355410205000334,116
bra,351960005000013,118
bra,316930705000112,116
bra,316930705000116,118
bra,210090705000068,118
bra,520870705360014,118
bra,412535705000015,116
bra,270430205080025,118
bra,330460720000003,118
bra,353110005000037,118
bra,260110230000006,118
bra,260110230000005,118
bra,410710805000012,118
bra,410710805000013,118
bra,240920905000007,118
bra,291650005000028,118
bra,291650005000027,118
bra,410650605000034,118
bra,410650605000036,118
bra,291040405000028,118
bra,410650605000038,118
bra,500290205000025,118
bra,520140505000096,118
bra,292920605000018,116
bra,354140605000137,118
bra,261480805000020,116
bra,261480805000026,116
bra,352050905000049,118
bra,432180805000030,118
bra,421700605000037,118
bra,160027905000036,118
bra,430850805000030,118
bra,320460925000003,116
bra,330185005000038,118
bra,290570105000158,118
bra,430720310000001,118
bra,431350835000005,118
bra,431350835000004,118
bra,351880010000170,118
bra,110002305000091,118
bra,352040005000014,118
bra,310670505030135,118
bra,310670505030134,118
bra,310670505030136,116
bra,310670505030132,118
bra,354323805000009,118
bra,420845005000032,118
bra,291850605000019,118
bra,270430205120141,118
bra,270430205120142,118
bra,290440705000030,118
bra,320520005060096,118
bra,432250905000006,118
bra,293320810000010,118
bra,431265805000019,118
bra,350600305000516,118
bra,510330420000015,118
bra,250180705000064,116
bra,510260305000013,118
bra,510260305000015,118
bra,350600305000512,118
bra,352590405000659,116
bra,350600305000519,118
bra,355030867000013,118
bra,412530805000014,118
bra,412530805000012,118
bra,351880005000309,118
bra,130290015000034,118
bra,130290015000031,118
bra,355030875000202,116
bra,355430005000039,118
bra,310620005680238,118
bra,310620005680232,118
bra,430420005000044,118
bra,311430305000050,118
bra,431177510000009,118
bra,500480905000004,118
bra,352850205000041,118
bra,430920935000020,116
bra,352470905000032,118
bra,330040705040015,118
bra,353220705000010,118
bra,411940005000048,118
bra,250130220000004,118
bra,350280405000085,118
bra,330010025000021,118
bra,310900605000043,118
bra,230190105000071,116
bra,530010805200067,118
bra,350530205000051,118
bra,420220613000004,118
bra,354323805000007,118
bra,352620905000014,118
bra,355030855000160,118
bra,411790925000003,118
bra,290990120000006,118
bra,355030861000109,118
bra,230550605000044,118
bra,230550605000040,118
bra,290120505000035,118
bra,411370005010131,118
bra,352390905000228,118
bra,352390905000221,118
bra,510310605000013,116
bra,315670010000015,118
bra,355030830000588,118
bra,355030830000587,118
bra,355030830000586,118
bra,291090910000006,116
bra,354730405000024,118
bra,355260105000027,118
bra,355260105000028,118
bra,431430805000010,118
bra,313630605000030,118
bra,353440105000743,118
bra,352590405000201,118
bra,431690750000003,118
bra,220560705000005,116
bra,352240605000025,118
bra,291080005110082,116
bra,291080005110083,116
bra,291080005110084,116
bra,432220207000004,118
bra,431710305000020,118
bra,351880005000640,118
bra,241080105000008,118
bra,530010805080178,118
bra,431440750000004,118
bra,130410405000013,118
bra,353480705000024,116
bra,430860705000059,116
bra,430860705000054,116
bra,430860705000056,118
bra,430860705000051,118
bra,350950205001503,116
bra,354080405000028,116
bra,410720705000030,118
bra,350760505000030,118
bra,412340205000025,118
bra,355030806000035,118
bra,410750420000001,118
bra,330010015000015,118
bra,320280105000006,118
bra,421500005000080,118
bra,240810205080065,118
bra,240810205080064,116
bra,240810205080061,116
bra,240810205080062,116
bra,330580205000078,118
bra,261240605000025,116
bra,352480805000074,118
bra,110010622000006,118
bra,110010622000003,118
bra,310670505080032,118
bra,355030895000110,118
bra,352900505000288,118
bra,352900505000289,118
bra,353410405000011,118
bra,411915205000107,118
bra,291860510000006,118
bra,313170310000006,116
bra,432170905000029,118
bra,292840605000029,118
bra,352720705000010,118
bra,355030838000333,118
bra,352330510000003,118
bra,432040405000023,118
bra,350280405000358,118
bra,350410705000014,118
bra,316280705000021,118
bra,316280705000026,118
bra,330190005000194,118
bra,330190005000197,118
bra,421060505000050,118
bra,510130805000004,118
bra,510130805000003,118
bra,292045210000008,118
bra,330455705200537,116
bra,530010805300143,118
bra,352440205000318,118
bra,230150510000005,118
bra,431560205020006,118
bra,431440705130081,118
bra,354450905000003,118
bra,355030810000055,118
bra,313460810000018,116
bra,313460810000016,118
bra,313460810000017,116
bra,313460810000012,118
bra,290130410000002,116
bra,280030805000147,118
bra,353950910000007,116
bra,230840105000031,118
bra,230840105000033,118
bra,316720205070005,118
bra,350950205001425,116
bra,330455705240142,118
bra,355030881000265,118
bra,430210505000101,118
bra,411370005050001,118
bra,351300905000202,116
bra,431405005000056,118
bra,330100930000009,118
bra,353657005000006,118
bra,510850105000009,118
bra,350570805000062,116
bra,350570805000066,118
bra,420240415000055,118
bra,430710425000001,118
bra,241440705000037,118
bra,354050705000005,118
bra,430120605000018,116
bra,291840715000032,118
bra,355030813000228,118
bra,351870110000132,118
bra,352330505000012,118
bra,130420305000040,118
bra,230710605000040,118
bra,290930705000053,118
bra,290930705000052,116
bra,290930705000055,116
bra,290930705000054,116
bra,355330205000043,118
bra,510510115000006,118
bra,330030805000200,118
bra,350900705000079,116
bra,330040705060022,118
bra,311420409000003,118
bra,261160605220178,118
bra,350280405000286,116
bra,170300805000011,116
bra,330490405000020,118
bra,353200905000036,118
bra,353200905000035,118
bra,355540605000142,118
bra,355540605000148,116
bra,230810405000042,118
bra,350840520000028,118
bra,430860725000004,116
bra,311860105280021,118
bra,311000415000003,118
bra,330455705240635,118
bra,330455705240636,118
bra,230240405000030,118
bra,352530010000011,116
bra,220120005000088,118
bra,220120005000087,118
bra,220120005000084,116
bra,521000005000016,118
bra,421500005000078,118
bra,310620005670192,118
bra,355030857000014,118
bra,171750305000013,118
bra,420480605000004,118
bra,355070410000041,118
bra,317010705230015,118
bra,330490420000297,116
bra,330490420000295,118
bra,330490420000298,118
bra,315140405000042,118
bra,420350105000013,118
bra,430155205000010,118
bra,430160222000001,118
bra,411950905000070,118
bra,292465205000028,118
bra,411150610000008,118
bra,221100105080094,118
bra,140002705000047,118
bra,330455705140156,118
bra,432240005000126,118
bra,350950205000722,118
bra,353350205000029,118
bra,355030855000298,118
bra,351880005001038,116
bra,510840210000006,118
bra,431478705000006,118
bra,270110005000015,118
bra,354080405000030,118
bra,350280405000326,118
bra,431170005000008,116
bra,431860619000001,118
bra,431560205020005,118
bra,431560205020004,118
bra,293300005000041,118
bra,293300005000043,118
bra,352360205000019,118
bra,355220505000587,118
bra,130040905000078,118
bra,130040905000079,118
bra,130040905000076,118
bra,130040905000077,118
bra,110020505080022,118
bra,353240505000010,118
bra,315670005000052,118
bra,230240405000031,116
bra,355070410000044,116
bra,293040205000038,118
bra,354890605000166,118
bra,354890605000167,118
bra,330490415000325,118
bra,290900005000018,118
bra,330030805000097,118
bra,500830505000166,118
bra,500830505000162,118
bra,230380805000012,118
bra,510795805000100,118
bra,510795805000107,118
bra,351880005000822,118
bra,420700705000116,118
bra,352180405000027,118
bra,312770105000237,118
bra,314810305000015,116
bra,130380920000008,118
bra,130380920000001,118
bra,310710905000022,118
bra,320230605000035,118
bra,130090405000016,118
bra,130090405000011,118
bra,320140730000004,116
bra,261100205000040,118
bra,354250305000011,116
bra,313460805000011,118
bra,313460805000012,118
bra,421820205000048,118
bra,530010805080740,118
bra,330010010000009,118
bra,330030805000119,118
bra,420540708000009,118
bra,352310705000358,116
bra,355030887000217,118
bra,293360410000009,118
bra,430466320000001,118
bra,330455705080026,118
bra,260770305000022,118
bra,355540605000161,118
bra,354900305000007,118
bra,432135220000002,118
bra,292310005000042,118
bra,293015405000004,118
bra,350920510000033,118
bra,355020905000049,116
